iter	Passed	Remaining
2599	95781	272610
2600	95827	272597
2601	95904	272676
2602	95966	272709
2603	96027	272743
2604	96082	272756
2605	96122	272728
2606	96157	272686
2607	96208	272690
2608	96246	272656
2609	96282	272615
2610	96312	272560
2611	96371	272586
2612	96419	272580
2613	96463	272563
2614	96499	272522
2615	96529	272466
2616	96566	272431
2617	96602	272391
2618	96621	272303
2619	96737	272489
2620	96771	272444
2621	96816	272429
2622	96842	272361
2623	96888	272350
2624	96958	272406
2625	97024	272451
2626	97080	272467
2627	97138	272490
2628	97180	272467
2629	97222	272445
2630	97293	272503
2631	97338	272487
2632	97370	272437
2633	97429	272462
2634	97497	272512
2635	97549	272516
2636	97601	272522
2637	97642	272497
2638	97693	272496
2639	97758	272538
2640	97804	272525
2641	97861	272545
2642	97934	272607
2643	97981	272598
2644	98014	272552
2645	98061	272542
2646	98144	272632
2647	98184	272601
2648	98221	272564
2649	98256	272523
2650	98308	272527
2651	98347	272496
2652	98416	272545
2653	98458	272522
2654	98507	272518
2655	98565	272539
2656	98671	272691
2657	98726	272703
2658	98749	272629
2659	98802	272634
2660	98900	272767
2661	99014	272942
2662	99107	273057
2663	99163	273073
2664	99232	273122
2665	99334	273264
2666	99396	273293
2667	99459	273326
2668	99532	273388
2669	99606	273450
2670	99673	273496
2671	99720	273483
2672	99773	273490
2673	99854	273573
2674	99923	273623
2675	99983	273646
2676	100076	273762
2677	100133	273779
2678	100226	273893
2679	100281	273903
2680	100396	274076
2681	100476	274155
2682	100538	274186
2683	100650	274352
2684	100709	274371
2685	100768	274393
2686	100821	274398
2687	100927	274548
2688	100994	274588
2689	101075	274670
2690	101163	274768
2691	101238	274831
2692	101301	274863
2693	101345	274844
2694	101427	274926
2695	101492	274962
2696	101544	274964
2697	101597	274969
2698	101693	275087
2699	101756	275119
2700	101813	275133
2701	101868	275143
2702	101929	275167
2703	102082	275440
2704	102166	275528
2705	102236	275577
2706	102285	275570
2707	102336	275569
2708	102421	275656
2709	102478	275672
2710	102552	275731
2711	102611	275748
2712	102702	275854
2713	102768	275891
2714	102796	275829
2715	102858	275854
2716	102887	275792
2717	102982	275907
2718	103034	275907
2719	103086	275907
2720	103136	275902
2721	103248	276062
2722	103311	276090
2723	103392	276167
2724	103491	276294
2725	103534	276270
2726	103580	276252
2727	103600	276167
2728	103630	276108
2729	103668	276069
2730	103698	276009
2731	103732	275962
2732	103781	275954
2733	103814	275902
2734	103834	275815
2735	103867	275764
2736	103910	275741
2737	103949	275705
2738	104012	275732
2739	104058	275717
2740	104108	275710
2741	104159	275708
2742	104217	275722
2743	104258	275691
2744	104276	275601
2745	104308	275547
2746	104340	275492
2747	104390	275487
2748	104424	275438
2749	104456	275384
2750	104490	275335
2751	104523	275284
2752	104556	275234
2753	104594	275197
2754	104636	275168
2755	104695	275186
2756	104730	275141
2757	104764	275093
2758	104802	275053
2759	104835	275003
2760	104902	275041
2761	104923	274958
2762	104960	274917
2763	104993	274867
2764	105017	274791
2765	105051	274744
2766	105091	274711
2767	105159	274752
2768	105202	274728
2769	105250	274714
2770	105296	274699
2771	105349	274698
2772	105420	274747
2773	105468	274733
2774	105524	274745
2775	105564	274710
2776	105602	274672
2777	105642	274639
2778	105664	274560
2779	105706	274531
2780	105738	274479
2781	105770	274424
2782	105804	274376
2783	105834	274317
2784	105868	274269
2785	105936	274310
2786	105974	274272
2787	106017	274245
2788	106097	274317
2789	106130	274265
2790	106159	274204
2791	106199	274172
2792	106234	274126
2793	106270	274082
2794	106304	274032
2795	106356	274031
2796	106393	273990
2797	106429	273948
2798	106462	273895
2799	106494	273843
2800	106539	273822
2801	106569	273764
2802	106621	273762
2803	106657	273719
2804	106690	273667
2805	106725	273622
2806	106758	273571
2807	106792	273523
2808	106852	273539
2809	106889	273501
2810	106910	273419
2811	106955	273399
2812	107000	273377
2813	107057	273389
2814	107116	273403
2815	107181	273434
2816	107223	273405
2817	107284	273426
2818	107324	273394
2819	107378	273395
2820	107418	273363
2821	107499	273435
2822	107569	273476
2823	107600	273420
2824	107635	273375
2825	107672	273333
2826	107705	273282
2827	107765	273300
2828	107818	273299
2829	107857	273263
2830	107891	273215
2831	107934	273191
2832	107971	273148
2833	108015	273127
2834	108051	273082
2835	108084	273031
2836	108118	272983
2837	108149	272927
2838	108184	272880
2839	108225	272850
2840	108296	272894
2841	108338	272867
2842	108374	272823
2843	108410	272780
2844	108448	272740
2845	108479	272685
2846	108545	272717
2847	108579	272669
2848	108613	272620
2849	108643	272561
2850	108711	272597
2851	108748	272556
2852	108821	272605
2853	108858	272564
2854	108911	272565
2855	108958	272549
2856	108991	272497
2857	109079	272584
2858	109136	272592
2859	109174	272554
2860	109209	272509
2861	109252	272482
2862	109310	272492
2863	109348	272455
2864	109382	272407
2865	109419	272364
2866	109455	272322
2867	109495	272288
2868	109534	272251
2869	109593	272266
2870	109634	272234
2871	109668	272186
2872	109689	272104
2873	109728	272067
2874	109772	272044
2875	109807	271998
2876	109845	271960
2877	109879	271912
2878	109913	271862
2879	109973	271878
2880	110010	271837
2881	110040	271780
2882	110060	271696
2883	110097	271654
2884	110132	271609
2885	110166	271559
2886	110229	271584
2887	110267	271546
2888	110311	271521
2889	110343	271468
2890	110362	271383
2891	110381	271298
2892	110415	271247
2893	110484	271287
2894	110522	271248
2895	110545	271172
2896	110581	271127
2897	110600	271043
2898	110674	271093
2899	110746	271137
2900	110782	271095
2901	110824	271065
2902	110860	271022
2903	110901	270989
2904	110940	270953
2905	110988	270940
2906	111009	270859
2907	111043	270812
2908	111077	270763
2909	111114	270722
2910	111161	270706
2911	111235	270755
2912	111276	270724
2913	111317	270691
2914	111349	270639
2915	111387	270600
2916	111433	270581
2917	111501	270615
2918	111526	270545
2919	111558	270492
2920	111602	270465
2921	111653	270460
2922	111687	270410
2923	111741	270410
2924	111790	270398
2925	111839	270387
2926	111870	270332
2927	111914	270306
2928	111988	270354
2929	112029	270322
2930	112072	270296
2931	112110	270257
2932	112147	270217
2933	112187	270182
2934	112266	270241
2935	112316	270232
2936	112352	270188
2937	112371	270103
2938	112407	270060
2939	112437	270003
2940	112475	269964
2941	112516	269931
2942	112555	269895
2943	112597	269866
2944	112637	269833
2945	112671	269784
2946	112707	269740
2947	112775	269773
2948	112813	269735
2949	112851	269696
2950	112886	269649
2951	112923	269607
2952	112955	269554
2953	113023	269588
2954	113056	269538
2955	113091	269490
2956	113123	269438
2957	113171	269422
2958	113222	269414
2959	113303	269477
2960	113345	269450
2961	113396	269440
2962	113437	269408
2963	113480	269382
2964	113574	269476
2965	113614	269440
2966	113746	269624
2967	113855	269754
2968	113909	269752
2969	113950	269721
2970	113987	269680
2971	114022	269634
2972	114094	269674
2973	114136	269645
2974	114177	269612
2975	114395	269996
2976	114532	270192
2977	114739	270551
2978	114869	270728
2979	115011	270934
2980	115169	271175
2981	115385	271553
2982	115572	271865
2983	115730	272105
2984	115838	272229
2985	115911	272272
2986	116036	272434
2987	116205	272701
2988	116309	272816
2989	116433	272977
2990	116570	273166
2991	116625	273165
2992	116820	273490
2993	117062	273928
2994	117301	274356
2995	117453	274581
2996	117553	274684
2997	117596	274652
2998	117662	274676
2999	117745	274739
3000	117911	274995
3001	118128	275370
3002	118380	275828
3003	118571	276141
3004	118644	276180
3005	118696	276168
3006	118763	276192
3007	118811	276174
3008	118904	276258
3009	118954	276242
3010	119003	276226
3011	119043	276188
3012	119095	276177
3013	119169	276217
3014	119234	276236
3015	119562	276865
3016	119585	276786
3017	119707	276937
3018	119760	276929
3019	119833	276965
3020	119880	276942
3021	119926	276918
3022	119961	276867
3023	120113	277086
3024	120254	277280
3025	120443	277586
3026	120500	277585
3027	120725	277970
3028	120780	277967
3029	120825	277937
3030	120845	277852
3031	120893	277831
3032	120935	277797
3033	120981	277770
3034	121027	277744
3035	121075	277723
3036	121109	277671
3037	121140	277610
3038	121181	277573
3039	121221	277532
3040	121252	277472
3041	121284	277416
3042	121315	277354
3043	121354	277313
3044	121382	277246
3045	121483	277346
3046	121689	277684
3047	121880	277989
3048	121951	278020
3049	121997	277993
3050	122037	277953
3051	122073	277905
3052	122126	277893
3053	122171	277865
3054	122218	277843
3055	122253	277790
3056	122289	277740
3057	122346	277741
3058	122425	277788
3059	122510	277851
3060	122578	277874
3061	122663	277935
3062	122698	277883
3063	122729	277823
3064	122766	277776
3065	122811	277748
3066	122848	277700
3067	122884	277651
3068	122930	277624
3069	122954	277549
3070	123014	277553
3071	123081	277573
3072	123136	277567
3073	123198	277576
3074	123294	277663
3075	123337	277628
3076	123381	277598
3077	123422	277560
3078	123469	277535
3079	123539	277562
3080	123624	277624
3081	123660	277574
3082	123691	277513
3083	123723	277456
3084	123771	277432
3085	123809	277388
3086	123855	277360
3087	123949	277440
3088	124014	277455
3089	124071	277453
3090	124180	277568
3091	124300	277707
3092	124350	277688
3093	124369	277600
3094	124390	277518
3095	124422	277458
3096	124458	277408
3097	124489	277348
3098	124529	277308
3099	124568	277265
3100	124611	277231
3101	124653	277194
3102	124686	277138
3103	124720	277084
3104	124759	277042
3105	124932	277296
3106	125024	277372
3107	125153	277528
3108	125417	277983
3109	125578	278211
3110	125730	278417
3111	125812	278468
3112	125867	278460
3113	125903	278411
3114	126127	278776
3115	126238	278891
3116	126583	279523
3117	126800	279871
3118	126970	280117
3119	127062	280189
3120	127363	280722
3121	127571	281049
3122	127672	281142
3123	127815	281323
3124	127989	281575
3125	128085	281656
3126	128120	281601
3127	128154	281546
3128	128195	281505
3129	128232	281455
3130	128252	281369
3131	128293	281327
3132	128339	281297
3133	128369	281232
3134	128384	281134
3135	128415	281072
3136	128445	281008
3137	128477	280947
3138	128509	280886
3139	128543	280829
3140	128575	280769
3141	128605	280706
3142	128641	280654
3143	128670	280587
3144	128701	280523
3145	128738	280475
3146	128769	280412
3147	128803	280356
3148	128840	280307
3149	128880	280263
3150	128897	280171
3151	128928	280108
3152	128969	280068
3153	129002	280010
3154	129028	279935
3155	129043	279838
3156	129067	279762
3157	129103	279710
3158	129135	279650
3159	129171	279599
3160	129217	279569
3161	129254	279519
3162	129367	279634
3163	129476	279741
3164	129571	279816
3165	129601	279753
3166	129687	279808
3167	129840	280010
3168	129945	280106
3169	129985	280062
3170	130011	279989
3171	130046	279936
3172	130247	280239
3173	130352	280335
3174	130384	280275
3175	130412	280206
3176	130469	280198
3177	130705	280577
3178	130826	280706
3179	130853	280635
3180	130882	280567
3181	130920	280521
3182	130962	280480
3183	130993	280417
3184	131025	280356
3185	131181	280562
3186	131252	280584
3187	131337	280636
3188	131395	280631
3189	131450	280619
3190	131488	280572
3191	131527	280525
3192	131565	280478
3193	131597	280417
3194	131635	280368
3195	131664	280302
3196	131696	280240
3197	131729	280183
3198	131746	280089
3199	131776	280025
3200	131811	279970
3201	131848	279919
3202	131863	279824
3203	131891	279754
3204	131909	279663
3205	131937	279595
3206	131973	279542
3207	132053	279585
3208	132199	279764
3209	132409	280081
3210	132458	280056
3211	132518	280055
3212	132556	280006
3213	132585	279939
3214	132624	279892
3215	132675	279872
3216	132708	279813
3217	132740	279753
3218	132774	279695
3219	132809	279641
3220	132847	279594
3221	132883	279542
3222	132916	279483
3223	132940	279405
3224	132969	279339
3225	133002	279280
3226	133040	279232
3227	133081	279190
3228	133121	279146
3229	133149	279078
3230	133173	279001
3231	133204	278938
3232	133235	278874
3233	133314	278913
3234	133399	278962
3235	133469	278983
3236	133530	278983
3237	133586	278972
3238	133646	278969
3239	133703	278962
3240	133749	278929
3241	133776	278859
3242	133809	278799
3243	133844	278746
3244	133883	278699
3245	133914	278637
3246	133932	278548
3247	133965	278489
3248	134001	278438
3249	134031	278372
3250	134057	278300
3251	134096	278254
3252	134136	278209
3253	134173	278161
3254	134192	278074
3255	134238	278041
3256	134275	277991
3257	134301	277918
3258	134327	277845
3259	134358	277784
3260	134415	277776
3261	134443	277706
3262	134474	277644
3263	134508	277589
3264	134548	277545
3265	134584	277492
3266	134640	277481
3267	134688	277454
3268	134717	277389
3269	134748	277326
3270	134780	277266
3271	134809	277200
3272	134840	277136
3273	134854	277041
3274	134893	276994
3275	134931	276948
3276	134969	276899
3277	135011	276860
3278	135079	276874
3279	135152	276898
3280	135241	276953
3281	135351	277054
3282	135429	277088
3283	135510	277127
3284	135562	277108
3285	135657	277177
3286	135726	277191
3287	135782	277180
3288	135832	277157
3289	135864	277098
3290	135907	277059
3291	135928	276976
3292	135969	276935
3293	136009	276890
3294	136047	276842
3295	136072	276768
3296	136097	276695
3297	136129	276633
3298	136154	276560
3299	136187	276502
3300	136225	276453
3301	136266	276412
3302	136291	276338
3303	136318	276267
3304	136350	276208
3305	136382	276147
3306	136411	276082
3307	136452	276039
3308	136477	275966
3309	136504	275896
3310	136530	275824
3311	136561	275761
3312	136644	275805
3313	136698	275789
3314	136744	275757
3315	136785	275715
3316	136868	275758
3317	136945	275789
3318	137026	275828
3319	137100	275851
3320	137150	275828
3321	137187	275779
3322	137224	275728
3323	137271	275698
3324	137373	275780
3325	137442	275793
3326	137506	275799
3327	137567	275795
3328	137631	275800
3329	137726	275867
3330	137841	275972
3331	137943	276053
3332	138011	276065
3333	138122	276162
3334	138216	276224
3335	138286	276240
3336	138369	276282
3337	138401	276221
3338	138430	276156
3339	138459	276090
3340	138485	276017
3341	138517	275958
3342	138542	275884
3343	138579	275833
3344	138630	275809
3345	138662	275750
3346	138691	275683
3347	138723	275623
3348	138755	275564
3349	138780	275490
3350	138815	275436
3351	138841	275364
3352	138866	275289
3353	138898	275229
3354	138934	275177
3355	138966	275117
3356	139005	275070
3357	139048	275032
3358	139083	274978
3359	139124	274935
3360	139170	274904
3361	139207	274854
3362	139242	274800
3363	139278	274748
3364	139316	274700
3365	139347	274637
3366	139378	274576
3367	139413	274521
3368	139439	274450
3369	139476	274400
3370	139521	274365
3371	139557	274313
3372	139574	274225
3373	139616	274183
3374	139632	274094
3375	139664	274034
3376	139691	273963
3377	139714	273886
3378	139746	273826
3379	139775	273762
3380	139798	273683
3381	139823	273610
3382	139844	273530
3383	139882	273481
3384	139904	273403
3385	139926	273323
3386	139948	273245
3387	139987	273199
3388	140014	273130
3389	140042	273062
3390	140067	272989
3391	140080	272892
3392	140110	272829
3393	140141	272768
3394	140162	272686
3395	140185	272610
3396	140210	272536
3397	140229	272452
3398	140265	272401
3399	140336	272418
3400	140363	272349
3401	140400	272298
3402	140466	272305
3403	140504	272257
3404	140537	272201
3405	140564	272132
3406	140595	272071
3407	140627	272011
3408	140655	271944
3409	140689	271890
3410	140732	271851
3411	140771	271805
3412	140808	271757
3413	140851	271719
3414	140983	271851
3415	141083	271924
3416	141137	271907
3417	141176	271861
3418	141212	271811
3419	141252	271767
3420	141283	271705
3421	141309	271633
3422	141330	271553
3423	141357	271486
3424	141388	271425
3425	141423	271371
3426	141509	271415
3427	141577	271425
3428	141655	271454
3429	141732	271480
3430	141790	271472
3431	141885	271534
3432	141908	271457
3433	141948	271413
3434	141979	271351
3435	142009	271289
3436	142033	271214
3437	142059	271145
3438	142084	271071
3439	142137	271053
3440	142166	270987
3441	142189	270911
3442	142212	270835
3443	142233	270755
3444	142255	270677
3445	142283	270611
3446	142297	270517
3447	142331	270462
3448	142356	270391
3449	142398	270350
3450	142433	270297
3451	142472	270251
3452	142503	270190
3453	142533	270128
3454	142564	270068
3455	142616	270046
3456	142632	269958
3457	142663	269897
3458	142694	269836
3459	142730	269785
3460	142759	269720
3461	142792	269663
3462	142816	269590
3463	142857	269548
3464	142888	269488
3465	142921	269431
3466	142950	269366
3467	142976	269297
3468	142993	269210
3469	143033	269166
3470	143067	269111
3471	143126	269103
3472	143160	269049
3473	143201	269007
3474	143247	268974
3475	143297	268950
3476	143343	268918
3477	143370	268851
3478	143405	268797
3479	143436	268736
3480	143468	268679
3481	143506	268632
3482	143576	268643
3483	143607	268583
3484	143638	268524
3485	143673	268470
3486	143709	268419
3487	143789	268450
3488	143824	268398
3489	143858	268342
3490	143893	268290
3491	143927	268235
3492	143956	268171
3493	143985	268108
3494	144018	268052
3495	144064	268018
3496	144093	267955
3497	144109	267866
3498	144140	267807
3499	144193	267787
3500	144227	267733
3501	144333	267812
3502	144367	267757
3503	144396	267693
3504	144427	267633
3505	144443	267545
3506	144458	267456
3507	144490	267397
3508	144514	267325
3509	144546	267265
3510	144591	267232
3511	144624	267175
3512	144652	267110
3513	144681	267048
3514	144711	266984
3515	144756	266952
3516	144815	266942
3517	144848	266887
3518	144881	266831
3519	144913	266772
3520	144948	266719
3521	144985	266671
3522	145042	266660
3523	145072	266598
3524	145105	266541
3525	145136	266481
3526	145167	266421
3527	145200	266365
3528	145252	266344
3529	145308	266330
3530	145339	266270
3531	145370	266210
3532	145402	266152
3533	145444	266112
3534	145475	266054
3535	145510	266001
3536	145527	265916
3537	145556	265852
3538	145584	265786
3539	145617	265730
3540	145649	265673
3541	145780	265795
3542	145837	265784
3543	145868	265724
3544	145895	265657
3545	145913	265573
3546	145938	265503
3547	145957	265421
3548	145988	265361
3549	146028	265318
3550	146058	265258
3551	146091	265202
3552	146125	265148
3553	146155	265086
3554	146185	265025
3555	146220	264973
3556	146259	264928
3557	146278	264846
3558	146307	264783
3559	146337	264722
3560	146371	264668
3561	146416	264635
3562	146467	264612
3563	146516	264584
3564	146548	264526
3565	146584	264477
3566	146616	264420
3567	146647	264360
3568	146676	264296
3569	146717	264255
3570	146756	264210
3571	146790	264156
3572	146813	264083
3573	146853	264040
3574	146891	263993
3575	146940	263967
3576	146990	263942
3577	147034	263906
3578	147055	263828
3579	147092	263780
3580	147131	263734
3581	147202	263748
3582	147264	263744
3583	147308	263708
3584	147345	263659
3585	147384	263615
3586	147424	263572
3587	147463	263528
3588	147495	263470
3589	147527	263412
3590	147592	263414
3591	147630	263367
3592	147648	263285
3593	147683	263232
3594	147714	263174
3595	147789	263193
3596	147822	263137
3597	147854	263081
3598	147887	263025
3599	147921	262971
3600	147958	262923
3601	147996	262876
3602	148033	262827
3603	148069	262779
3604	148102	262722
3605	148132	262661
3606	148163	262603
3607	148193	262541
3608	148224	262483
3609	148254	262422
3610	148285	262364
3611	148314	262300
3612	148345	262241
3613	148366	262166
3614	148399	262110
3615	148431	262053
3616	148465	262001
3617	148485	261922
3618	148520	261870
3619	148556	261819
3620	148595	261776
3621	148627	261718
3622	148671	261683
3623	148703	261625
3624	148733	261566
3625	148767	261511
3626	148801	261459
3627	148832	261399
3628	148863	261341
3629	148893	261281
3630	148927	261228
3631	148967	261185
3632	149001	261131
3633	149032	261074
3634	149066	261020
3635	149097	260961
3636	149129	260904
3637	149161	260847
3638	149193	260791
3639	149220	260725
3640	149242	260652
3641	149264	260576
3642	149287	260504
3643	149325	260458
3644	149367	260419
3645	149396	260358
3646	149415	260278
3647	149435	260200
3648	149458	260128
3649	149478	260050
3650	149500	259977
3651	149518	259896
3652	149529	259803
3653	149548	259724
3654	149582	259671
3655	149600	259590
3656	149631	259532
3657	149663	259476
3658	149695	259420
3659	149730	259368
3660	149762	259312
3661	149799	259265
3662	149830	259207
3663	149876	259174
3664	149985	259251
3665	150007	259178
3666	150034	259114
3667	150068	259060
3668	150102	259008
3669	150133	258949
3670	150174	258908
3671	150216	258869
3672	150252	258820
3673	150287	258769
3674	150310	258698
3675	150331	258623
3676	150368	258574
3677	150398	258514
3678	150440	258476
3679	150477	258429
3680	150513	258380
3681	150551	258333
3682	150584	258279
3683	150603	258200
3684	150642	258157
3685	150662	258079
3686	150681	258001
3687	150717	257953
3688	150748	257894
3689	150780	257838
3690	150817	257791
3691	150857	257749
3692	150892	257697
3693	151062	257877
3694	151107	257844
3695	151169	257839
3696	151272	257903
3697	151343	257914
3698	151451	257988
3699	151569	258078
3700	151714	258213
3701	151752	258167
3702	151796	258132
3703	151828	258075
3704	151861	258021
3705	151901	257977
3706	152018	258067
3707	152129	258143
3708	152163	258092
3709	152199	258042
3710	152233	257989
3711	152268	257936
3712	152307	257893
3713	152348	257852
3714	152388	257809
3715	152430	257769
3716	152481	257746
3717	152511	257686
3718	152570	257674
3719	152637	257679
3720	152705	257683
3721	152779	257696
3722	152823	257662
3723	152875	257639
3724	152944	257644
3725	152992	257614
3726	153070	257635
3727	153180	257711
3728	153239	257700
3729	153295	257685
3730	153352	257669
3731	153402	257643
3732	153436	257591
3733	153477	257549
3734	153514	257500
3735	153546	257444
3736	153579	257389
3737	153609	257330
3738	153640	257272
3739	153673	257217
3740	153707	257165
3741	153745	257119
3742	153777	257061
3743	153812	257011
3744	153849	256962
3745	153884	256912
3746	153925	256870
3747	153964	256827
3748	153995	256768
3749	154028	256714
3750	154059	256657
3751	154090	256598
3752	154123	256544
3753	154158	256492
3754	154191	256438
3755	154219	256376
3756	154254	256325
3757	154281	256260
3758	154312	256201
3759	154340	256139
3760	154369	256079
3761	154398	256017
3762	154428	255957
3763	154461	255904
3764	154488	255839
3765	154518	255779
3766	154544	255714
3767	154574	255654
3768	154604	255595
3769	154634	255535
3770	154661	255471
3771	154683	255399
3772	154703	255323
3773	154723	255248
3774	154745	255176
3775	154765	255100
3776	154813	255071
3777	154844	255014
3778	154890	254981
3779	154916	254915
3780	154942	254849
3781	155013	254858
3782	155050	254811
3783	155063	254724
3784	155081	254645
3785	155106	254577
3786	155130	254508
3787	155151	254435
3788	155176	254368
3789	155188	254280
3790	155211	254209
3791	155231	254134
3792	155252	254061
3793	155274	253988
3794	155298	253919
3795	155321	253850
3796	155342	253776
3797	155363	253703
3798	155382	253626
3799	155403	253552
3800	155425	253480
3801	155446	253408
3802	155468	253336
3803	155489	253262
3804	155527	253217
3805	155551	253149
3806	155576	253082
3807	155600	253014
3808	155614	252930
3809	155639	252862
3810	155664	252796
3811	155678	252712
3812	155696	252633
3813	155708	252546
3814	155732	252477
3815	155751	252401
3816	155773	252331
3817	155795	252259
3818	155817	252187
3819	155840	252118
3820	155865	252052
3821	155889	251984
3822	155912	251915
3823	155937	251848
3824	155952	251766
3825	155976	251698
3826	156005	251638
3827	156037	251584
3828	156069	251529
3829	156100	251471
3830	156124	251405
3831	156147	251336
3832	156169	251264
3833	156190	251192
3834	156210	251118
3835	156230	251043
3836	156253	250975
3837	156266	250890
3838	156289	250821
3839	156318	250760
3840	156347	250700
3841	156376	250642
3842	156407	250586
3843	156444	250539
3844	156486	250500
3845	156549	250496
3846	156585	250447
3847	156629	250411
3848	156653	250343
3849	156674	250272
3850	156686	250185
3851	156709	250117
3852	156734	250051
3853	156760	249986
3854	156793	249934
3855	156842	249906
3856	156875	249854
3857	156911	249805
3858	156945	249754
3859	156983	249708
3860	157031	249680
3861	157075	249645
3862	157110	249595
3863	157155	249561
3864	157173	249485
3865	157208	249434
3866	157244	249387
3867	157279	249337
3868	157315	249289
3869	157356	249249
3870	157405	249222
3871	157454	249194
3872	157508	249174
3873	157556	249146
3874	157578	249076
3875	157601	249007
3876	157636	248956
3877	157670	248906
3878	157697	248843
3879	157722	248778
3880	157753	248722
3881	157781	248662
3882	157807	248597
3883	157837	248540
3884	157884	248511
3885	157932	248480
3886	157979	248450
3887	158006	248389
3888	158043	248342
3889	158084	248302
3890	158120	248254
3891	158136	248174
3892	158177	248134
3893	158303	248228
3894	158364	248218
3895	158402	248174
3896	158429	248112
3897	158461	248058
3898	158488	247997
3899	158511	247928
3900	158559	247898
3901	158596	247852
3902	158635	247809
3903	158666	247753
3904	158696	247695
3905	158712	247617
3906	158730	247542
3907	158758	247480
3908	158782	247414
3909	158812	247357
3910	158848	247310
3911	158886	247265
3912	158907	247194
3913	158933	247130
3914	158956	247062
3915	158972	246983
3916	158995	246915
3917	159026	246859
3918	159057	246804
3919	159084	246743
3920	159106	246673
3921	159131	246608
3922	159153	246539
3923	159185	246485
3924	159221	246437
3925	159247	246374
3926	159276	246316
3927	159301	246252
3928	159323	246183
3929	159346	246115
3930	159366	246042
3931	159386	245971
3932	159406	245898
3933	159418	245813
3934	159446	245753
3935	159475	245696
3936	159487	245612
3937	159513	245549
3938	159532	245475
3939	159556	245409
3940	159576	245337
3941	159599	245269
3942	159621	245200
3943	159648	245139
3944	159671	245071
3945	159691	245000
3946	159719	244940
3947	159740	244870
3948	159764	244805
3949	159895	244903
3950	159942	244872
3951	159973	244818
3952	159995	244749
3953	160016	244678
3954	160038	244610
3955	160079	244570
3956	160108	244512
3957	160139	244457
3958	160159	244386
3959	160180	244315
3960	160199	244243
3961	160225	244179
3962	160248	244112
3963	160270	244043
3964	160292	243975
3965	160327	243926
3966	160357	243871
3967	160380	243804
3968	160405	243740
3969	160431	243678
3970	160462	243622
3971	160494	243569
3972	160524	243513
3973	160551	243453
3974	160576	243388
3975	160604	243330
3976	160617	243248
3977	160637	243176
3978	160656	243104
3979	160680	243038
3980	160716	242991
3981	160752	242945
3982	160785	242894
3983	160798	242812
3984	160824	242749
3985	160844	242679
3986	160873	242621
3987	160905	242568
3988	160933	242510
3989	160968	242461
3990	161003	242412
3991	161031	242354
3992	161063	242301
3993	161088	242238
3994	161118	242182
3995	161159	242142
3996	161181	242074
3997	161206	242011
3998	161247	241971
3999	161272	241908
4000	161294	241840
4001	161321	241780
4002	161344	241714
4003	161369	241651
4004	161417	241622
4005	161459	241584
4006	161506	241554
4007	161531	241491
4008	161562	241436
4009	161591	241379
4010	161616	241317
4011	161650	241267
4012	161698	241238
4013	161730	241185
4014	161766	241138
4015	161793	241079
4016	161831	241035
4017	161869	240991
4018	161901	240938
4019	161925	240874
4020	161949	240809
4021	161972	240743
4022	161986	240664
4023	162008	240597
4024	162029	240528
4025	162050	240458
4026	162073	240393
4027	162170	240437
4028	162211	240398
4029	162250	240355
4030	162271	240288
4031	162295	240222
4032	162316	240154
4033	162346	240098
4034	162379	240048
4035	162419	240007
4036	162452	239956
4037	162489	239910
4038	162527	239867
4039	162563	239821
4040	162584	239752
4041	162617	239701
4042	162648	239647
4043	162671	239582
4044	162705	239533
4045	162722	239458
4046	162752	239402
4047	162793	239363
4048	162822	239307
4049	162848	239247
4050	162868	239176
4051	162880	239095
4052	162912	239042
4053	162937	238980
4054	162957	238911
4055	162977	238840
4056	163002	238778
4057	163024	238711
4058	163066	238673
4059	163091	238611
4060	163122	238558
4061	163156	238508
4062	163189	238458
4063	163215	238396
4064	163256	238358
4065	163300	238324
4066	163353	238301
4067	163379	238240
4068	163413	238192
4069	163447	238143
4070	163491	238109
4071	163537	238076
4072	163578	238038
4073	163608	237983
4074	163631	237917
4075	163658	237859
4076	163680	237792
4077	163718	237749
4078	163761	237713
4079	163792	237659
4080	163822	237604
4081	163849	237545
4082	163883	237496
4083	163900	237423
4084	163927	237363
4085	163950	237298
4086	163978	237241
4087	163991	237161
4088	164020	237106
4089	164036	237030
4090	164062	236969
4091	164092	236916
4092	164118	236854
4093	164133	236778
4094	164158	236717
4095	164178	236648
4096	164202	236585
4097	164235	236533
4098	164259	236471
4099	164281	236405
4100	164313	236352
4101	164341	236295
4102	164367	236235
4103	164393	236174
4104	164424	236121
4105	164443	236052
4106	164471	235994
4107	164496	235932
4108	164527	235879
4109	164577	235854
4110	164605	235796
4111	164630	235735
4112	164669	235694
4113	164697	235637
4114	164725	235579
4115	164759	235531
4116	164780	235463
4117	164805	235402
4118	164836	235348
4119	164870	235300
4120	164910	235260
4121	164942	235208
4122	164969	235150
4123	164992	235086
4124	165011	235015
4125	165038	234957
4126	165060	234892
4127	165096	234847
4128	165111	234770
4129	165137	234711
4130	165179	234673
4131	165201	234608
4132	165230	234552
4133	165253	234488
4134	165283	234434
4135	165321	234392
4136	165428	234447
4137	165501	234454
4138	165565	234447
4139	165606	234408
4140	165648	234372
4141	165686	234328
4142	165734	234300
4143	165763	234244
4144	165828	234240
4145	165907	234255
4146	165942	234207
4147	165970	234151
4148	166032	234142
4149	166059	234083
4150	166081	234018
4151	166117	233972
4152	166143	233912
