iter	Passed	Remaining
401	9511	227096
402	9532	227012
403	9552	226889
404	9573	226804
405	9591	226650
406	9611	226542
407	9647	226809
408	9672	226811
409	9693	226728
410	9712	226608
411	9731	226463
412	9749	226309
413	9769	226215
414	9791	226147
415	9813	226077
416	9832	225968
417	9853	225870
418	9885	226053
419	9906	225959
420	9927	225880
421	9947	225767
422	9966	225646
423	9986	225537
424	10007	225454
425	10029	225411
426	10050	225324
427	10068	225180
428	10091	225135
429	10123	225317
430	10146	225280
431	10165	225138
432	10186	225057
433	10204	224918
434	10223	224797
435	10244	224722
436	10265	224649
437	10286	224573
438	10321	224791
439	10347	224825
440	10369	224765
441	10389	224661
442	10411	224602
443	10430	224497
444	10449	224365
445	10470	224295
446	10496	224317
447	10527	224471
448	10547	224373
449	10566	224251
450	10588	224193
451	10608	224087
452	10627	223968
453	10647	223884
454	10666	223772
455	10677	223486
456	10699	223415
457	10735	223670
458	10758	223623
459	10778	223528
460	10798	223436
461	10818	223356
462	10838	223252
463	10858	223156
464	10880	223103
465	10902	223059
466	10933	223195
467	10957	223171
468	10976	223071
469	10997	222988
470	11016	222888
471	11035	222770
472	11052	222623
473	11073	222547
474	11094	222481
475	11121	222517
476	11152	222650
477	11164	222393
478	11191	222442
479	11224	222626
480	11247	222587
481	11267	222502
482	11285	222367
483	11306	222306
484	11337	222433
485	11369	222568
486	11390	222503
487	11410	222408
488	11432	222368
489	11454	222312
490	11476	222253
491	11494	222136
492	11514	222052
493	11535	221982
494	11563	222041
495	11589	222076
496	11613	222065
497	11635	222000
498	11656	221931
499	11676	221858
500	11695	221739
501	11716	221679
502	11735	221567
503	11753	221451
504	11784	221572
505	11810	221592
506	11831	221538
507	11851	221443
508	11870	221342
509	11890	221265
510	11911	221188
511	11930	221094
512	11951	221022
513	11972	220950
514	11992	220871
515	12026	221037
516	12048	220989
517	12069	220926
518	12088	220831
519	12108	220745
520	12129	220680
521	12149	220599
522	12169	220522
523	12191	220461
524	12223	220610
525	12245	220563
526	12268	220527
527	12288	220455
528	12309	220376
529	12333	220369
530	12353	220285
531	12373	220204
532	12390	220083
533	12408	219966
534	12429	219903
535	12445	219744
536	12474	219822
537	12498	219809
538	12519	219754
539	12538	219656
540	12559	219592
541	12580	219534
542	12600	219455
543	12621	219397
544	12640	219299
545	12671	219404
546	12694	219386
547	12718	219371
548	12738	219283
549	12758	219206
550	12780	219170
551	12802	219125
552	12824	219079
553	12844	219008
554	12864	218935
555	12876	218707
556	12911	218899
557	12924	218704
558	12945	218641
559	12965	218562
560	12985	218487
561	13007	218435
562	13029	218400
563	13050	218338
564	13070	218263
565	13089	218179
566	13112	218147
567	13145	218296
568	13167	218239
569	13187	218172
570	13207	218098
571	13228	218035
572	13247	217950
573	13267	217868
574	13288	217813
575	13315	217852
576	13440	219493
577	13472	219609
578	13492	219538
579	13511	219445
580	13535	219440
581	13564	219498
582	13576	219301
583	13597	219229
584	13617	219161
585	13640	219125
586	13661	219067
587	13681	218996
588	13702	218934
589	13724	218889
590	13754	218982
591	13783	219051
592	13805	219007
593	13827	218952
594	13846	218869
595	13866	218791
596	13887	218726
597	13909	218690
598	13929	218619
599	13951	218571
600	13976	218571
601	14005	218648
602	14028	218614
603	14050	218566
604	14070	218503
605	14092	218455
606	14104	218259
607	14123	218173
608	14143	218093
609	14163	218017
610	14184	217962
611	14220	218146
612	14244	218129
613	14263	218043
614	14283	217968
615	14306	217936
616	14325	217855
617	14345	217788
618	14365	217705
619	14388	217678
620	14421	217811
621	14443	217770
622	14463	217691
623	14483	217623
624	14502	217531
625	14521	217448
626	14546	217449
627	14565	217375
628	14586	217315
629	14624	217507
630	14646	217467
631	14668	217435
632	14689	217367
633	14709	217302
634	14730	217249
635	14751	217188
636	14771	217117
637	14791	217046
638	14808	216941
639	14836	216982
640	14858	216936
641	14879	216890
642	14903	216880
643	14925	216843
644	14946	216781
645	14967	216723
646	14988	216670
647	15008	216610
648	15029	216553
649	15063	216677
650	15085	216640
651	15104	216558
652	15125	216499
653	15146	216454
654	15165	216371
655	15184	216293
656	15204	216214
657	15224	216156
658	15244	216087
659	15264	216015
660	15301	216183
661	15323	216152
662	15347	216141
663	15367	216071
664	15387	216008
665	15409	215965
666	15431	215930
667	15450	215840
668	15472	215799
669	15491	215728
670	15512	215678
671	15546	215796
672	15569	215771
673	15589	215703
674	15610	215654
675	15631	215597
676	15653	215566
677	15673	215497
678	15691	215408
679	15716	215409
680	15747	215498
681	15769	215452
682	15789	215390
683	15808	215314
684	15829	215261
685	15851	215218
686	15871	215159
687	15893	215117
688	15914	215059
689	15949	215199
690	15971	215167
691	15991	215095
692	16012	215047
693	16030	214952
694	16052	214915
695	16071	214839
696	16107	214987
697	16130	214963
698	16152	214922
699	16185	215033
700	16208	215017
701	16229	214964
702	16248	214885
703	16271	214859
704	16292	214807
705	16312	214741
706	16332	214681
707	16352	214617
708	16373	214558
709	16393	214503
710	16428	214627
711	16447	214558
712	16467	214497
713	16487	214436
714	16509	214391
715	16530	214340
716	16550	214278
717	16572	214239
718	16591	214160
719	16612	214118
720	16638	214132
721	16668	214192
722	16690	214156
723	16710	214092
724	16729	214019
725	16751	213989
726	16762	213814
727	16782	213746
728	16802	213689
729	16824	213645
730	16844	213591
731	16879	213713
732	16891	213555
733	16913	213519
734	16934	213469
735	16957	213447
736	16977	213380
737	16997	213324
738	17017	213258
739	17044	213287
740	17095	213613
741	17129	213722
742	17152	213701
743	17181	213757
744	17208	213776
745	17238	213839
746	17279	214043
747	17310	214111
748	17338	214148
749	17366	214191
750	17392	214199
751	17422	214255
752	17452	214320
753	17483	214392
754	17517	214506
755	17548	214575
756	17579	214640
757	17606	214669
758	17636	214730
759	17665	214780
760	17694	214821
761	17731	214967
762	17764	215064
763	17793	215110
764	17820	215132
765	17849	215170
766	17876	215193
767	17905	215234
768	17931	215249
769	17972	215433
770	18001	215485
771	18030	215524
772	18059	215564
773	18086	215593
774	18114	215620
775	18142	215653
776	18168	215664
777	18200	215741
778	18233	215830
779	18263	215881
780	18289	215890
781	18313	215879
782	18337	215854
783	18350	215710
784	18378	215737
785	18404	215746
786	18436	215829
787	18470	215926
788	18500	215977
789	18529	216017
790	18556	216041
791	18583	216060
792	18609	216061
793	18639	216110
794	18677	216260
795	18708	216326
796	18738	216377
797	18772	216473
798	18801	216512
799	18831	216564
800	18852	216511
801	18874	216465
802	18905	216535
803	18952	216772
804	18990	216920
805	19025	217021
806	19056	217088
807	19084	217111
808	19115	217173
809	19170	217503
810	19203	217581
811	19221	217495
812	19255	217585
813	19284	217627
814	19317	217708
815	19348	217770
816	19383	217870
817	19424	218037
818	19456	218112
819	19490	218195
820	19523	218274
821	19556	218357
822	19608	218652
823	19646	218786
824	19679	218863
825	19710	218911
826	19744	218999
827	19777	219076
828	19810	219157
829	19861	219438
830	19896	219532
831	19929	219611
832	19959	219649
833	19989	219687
834	20022	219769
835	20057	219863
836	20116	220219
837	20150	220304
838	20182	220374
839	20217	220466
840	20252	220561
841	20286	220649
842	20318	220709
843	20378	221076
844	20410	221135
845	20443	221205
846	20477	221284
847	20509	221345
848	20540	221400
849	20575	221484
850	20613	221611
851	20651	221738
852	20685	221819
853	20717	221880
854	20750	221942
855	20781	221992
856	20799	221904
857	20838	222035
858	20875	222143
859	20910	222235
860	20940	222270
861	20976	222369
862	21008	222429
863	21062	222717
864	21093	222761
865	21112	222682
866	21145	222745
867	21182	222858
868	21228	223058
869	21259	223103
870	21323	223489
871	21357	223566
872	21390	223635
873	21423	223694
874	21458	223785
875	21489	223827
876	21519	223851
877	21577	224178
878	21610	224238
879	21644	224313
880	21680	224404
881	21715	224490
882	21747	224547
883	21778	224588
884	21828	224819
885	21861	224883
886	21879	224789
887	21896	224690
888	21928	224738
889	21961	224797
890	21991	224825
891	22023	224877
892	22064	225020
893	22098	225090
894	22131	225144
895	22164	225209
896	22185	225139
897	22220	225224
898	22253	225283
899	22289	225375
900	22347	225682
901	22382	225758
902	22416	225828
903	22450	225893
904	22481	225933
905	22505	225902
906	22541	225985
907	22560	225898
908	22596	225988
909	22632	226077
910	22667	226152
911	22700	226210
912	22746	226392
913	22780	226458
914	22811	226498
915	22844	226552
916	22880	226631
917	22932	226872
918	22966	226944
919	23002	227026
920	23036	227086
921	23068	227127
922	23101	227183
923	23134	227238
924	23176	227378
925	23214	227479
926	23246	227528
927	23275	227541
928	23307	227581
929	23338	227616
930	23373	227682
931	23417	227843
932	23452	227915
933	23471	227827
934	23504	227884
935	23538	227944
936	23571	227992
937	23606	228057
938	23652	228235
939	23690	228338
940	23725	228404
941	23761	228479
942	23793	228519
943	23829	228597
944	23847	228509
945	23891	228665
946	23928	228748
947	23963	228819
948	23997	228873
949	24033	228948
950	24066	228999
951	24103	229086
952	24228	230003
953	24288	230308
954	24326	230404
955	24365	230503
956	24401	230574
957	24432	230602
958	24468	230676
959	24500	230717
960	24535	230774
961	24583	230959
962	24618	231026
963	24650	231060
964	24686	231136
965	24716	231145
966	24754	231242
967	24790	231305
968	24822	231345
969	24875	231573
970	24910	231637
971	24946	231703
972	25004	231975
973	25037	232018
974	25068	232040
975	25101	232088
976	25119	231992
977	25153	232043
978	25193	232146
979	25227	232197
980	25266	232289
981	25300	232345
982	25335	232404
983	25367	232428
984	25401	232483
985	25433	232512
986	25492	232791
987	25530	232872
988	25564	232922
989	25594	232936
990	25629	232995
991	25660	233015
992	25719	233291
993	25755	233355
994	25786	233374
995	25821	233431
996	25852	233449
997	25885	233491
998	25917	233514
999	25975	233779
1000	26009	233821
1001	26042	233859
1002	26072	233876
1003	26106	233919
1004	26125	233831
1005	26153	233824
1006	26210	234068
1007	26248	234149
1008	26278	234164
1009	26312	234210
1010	26346	234255
1011	26379	234288
1012	26398	234198
1013	26431	234237
1014	26460	234233
1015	26502	234352
1016	26539	234418
1017	26568	234419
1018	26601	234457
1019	26634	234488
1020	26678	234619
1021	26712	234663
1022	26745	234693
1023	26777	234724
1024	26814	234790
1025	26870	235021
1026	26905	235075
1027	26923	234982
1028	26956	235013
1029	26989	235045
1030	27023	235084
1031	27056	235121
1032	27105	235288
1033	27141	235350
1034	27181	235437
1035	27214	235475
1036	27248	235512
1037	27279	235532
1038	27340	235800
1039	27374	235837
1040	27408	235880
1041	27440	235903
1042	27477	235966
1043	27509	235992
1044	27542	236023
1045	27580	236092
1046	27616	236151
1047	27651	236194
1048	27667	236087
1049	27702	236131
1050	27734	236154
1051	27771	236212
1052	27834	236496
1053	27868	236542
1054	27900	236560
1055	27936	236617
1056	27969	236640
1057	27987	236544
1058	28019	236561
1059	28081	236841
1060	28116	236881
1061	28160	237003
1062	28200	237091
1063	28234	237130
1064	28268	237163
1065	28306	237228
1066	28341	237274
1067	28374	237306
1068	28405	237312
1069	28437	237335
1070	28473	237383
1071	28507	237420
1072	28527	237338
1073	28564	237398
1074	28597	237425
1075	28629	237447
1076	28661	237463
1077	28693	237482
1078	28731	237543
1079	28791	237792
1080	28828	237855
1081	28857	237848
1082	28893	237898
1083	28931	237963
1084	28970	238035
1085	29003	238063
1086	29035	238084
1087	29071	238133
1088	29090	238037
1089	29121	238044
1090	29147	238019
1091	29187	238099
1092	29223	238144
1093	29254	238152
1094	29288	238182
1095	29319	238192
1096	29352	238219
1097	29383	238223
1098	29416	238251
1099	29452	238298
1100	29487	238334
1101	29520	238360
1102	29558	238423
1103	29596	238486
1104	29631	238526
1105	29662	238536
1106	29693	238540
1107	29723	238540
1108	29758	238574
1109	29812	238766
1110	29832	238686
1111	29865	238713
1112	29900	238744
1113	29934	238775
1114	29966	238791
1115	29999	238816
1116	30037	238875
1117	30074	238931
1118	30109	238965
1119	30150	239046
1120	30185	239088
1121	30216	239089
1122	30251	239127
1123	30291	239205
1124	30321	239203
1125	30353	239219
1126	30389	239257
1127	30425	239303
1128	30459	239335
1129	30495	239374
1130	30528	239396
1131	30563	239434
1132	30594	239437
1133	30628	239464
1134	30660	239473
1135	30716	239678
1136	30749	239691
1137	30781	239706
1138	30816	239742
1139	30851	239774
1140	30885	239799
1141	30919	239829
1142	30973	240011
1143	31007	240036
1144	31042	240074
1145	31061	239978
1146	31093	239989
1147	31134	240075
1148	31168	240100
1149	31222	240280
1150	31256	240303
1151	31287	240307
1152	31319	240313
1153	31353	240339
1154	31371	240245
1155	31406	240277
1156	31442	240312
1157	31479	240364
1158	31514	240395
1159	31545	240395
1160	31577	240410
1161	31612	240441
1162	31650	240492
1163	31685	240527
1164	31721	240569
1165	31756	240601
1166	31791	240627
1167	31825	240649
1168	31856	240650
1169	31914	240855
1170	31952	240909
1171	31986	240936
1172	32018	240947
1173	32049	240945
1174	32082	240962
1175	32116	240979
1176	32174	241182
1177	32208	241210
1178	32244	241244
1179	32279	241277
1180	32311	241279
1181	32329	241183
1182	32359	241179
1183	32397	241228
1184	32434	241277
1185	32470	241310
1186	32505	241338
1187	32539	241364
1188	32576	241402
1189	32614	241459
1190	32655	241529
1191	32674	241438
1192	32704	241431
1193	32738	241451
1194	32768	241442
1195	32800	241450
1196	32856	241633
1197	32892	241668
1198	32923	241668
1199	32957	241691
1200	32990	241698
1201	33022	241704
1202	33055	241721
1203	33094	241774
1204	33131	241820
1205	33171	241885
1206	33189	241788
1207	33219	241775
1208	33254	241799
1209	33283	241786
1210	33331	241905
1211	33364	241919
1212	33393	241900
1213	33426	241917
1214	33457	241915
1215	33493	241944
1216	33525	241949
1217	33579	242115
1218	33615	242146
1219	33652	242186
1220	33687	242213
1221	33717	242202
1222	33752	242226
1223	33785	242236
1224	33846	242449
1225	33880	242469
1226	33915	242494
1227	33948	242503
1228	33968	242423
1229	34001	242430
1230	34035	242449
1231	34076	242515
1232	34128	242661
1233	34165	242701
1234	34202	242740
1235	34232	242731
1236	34263	242727
1237	34300	242760
1238	34322	242694
1239	34357	242718
1240	34387	242707
1241	34421	242724
1242	34452	242721
1243	34487	242744
1244	34550	242961
1245	34588	243010
1246	34622	243025
1247	34657	243049
1248	34689	243049
1249	34723	243067
1250	34756	243076
1251	34813	243249
1252	34848	243273
1253	34880	243271
1254	34911	243270
1255	34943	243269
1256	34976	243279
1257	35009	243286
1258	35153	244064
1259	35202	244181
1260	35238	244207
1261	35271	244216
1262	35307	244244
1263	35339	244242
1264	35379	244298
1265	35419	244353
1266	35452	244360
1267	35486	244378
1268	35520	244386
1269	35551	244378
1270	35582	244376
1271	35647	244597
1272	35684	244633
1273	35716	244630
1274	35748	244629
1275	35781	244637
1276	35815	244648
1277	35846	244642
1278	35901	244800
1279	35939	244838
1280	35973	244847
1281	36002	244831
1282	36034	244828
1283	36067	244828
1284	36104	244863
1285	36159	245016
1286	36195	245044
1287	36230	245062
1288	36260	245049
1289	36292	245047
1290	36324	245043
1291	36358	245056
1292	36414	245210
1293	36448	245222
1294	36483	245241
1295	36517	245250
1296	36552	245268
1297	36570	245172
1298	36601	245165
1299	36654	245301
1300	36689	245322
1301	36724	245337
1302	36756	245334
1303	36784	245304
1304	36814	245291
1305	36846	245286
1306	36883	245314
1307	36936	245454
1308	36974	245487
1309	37003	245465
1310	37036	245471
1311	37068	245466
1312	37128	245645
1313	37159	245638
1314	37190	245624
1315	37223	245632
1316	37254	245622
1317	37287	245620
1318	37317	245603
1319	37352	245623
1320	37388	245641
1321	37418	245629
1322	37448	245607
1323	37481	245614
1324	37515	245618
1325	37549	245626
1326	37589	245676
1327	37626	245705
1328	37662	245725
1329	37692	245709
1330	37723	245701
1331	37758	245712
1332	37792	245721
1333	37827	245737
1334	37861	245743
1335	37893	245739
1336	37925	245735
1337	37961	245755
1338	38016	245903
1339	38054	245933
1340	38088	245943
1341	38121	245944
1342	38152	245932
1343	38184	245927
1344	38217	245926
1345	38259	245986
1346	38294	245999
1347	38327	245999
1348	38363	246018
1349	38395	246014
1350	38426	246005
1351	38457	245993
1352	38513	246136
1353	38545	246135
1354	38579	246139
1355	38612	246143
1356	38647	246154
1357	38676	246130
1358	38707	246113
1359	38742	246126
1360	38795	246256
1361	38834	246293
1362	38868	246302
1363	38909	246351
1364	38955	246434
1365	39007	246554
1366	39052	246624
1367	39107	246763
1368	39147	246811
1369	39177	246789
1370	39223	246870
1371	39271	246966
1372	39314	247023
1373	39361	247114
1374	39416	247248
1375	39438	247180
1376	39481	247238
1377	39523	247291
1378	39559	247312
1379	39605	247393
1380	39673	247608
1381	39722	247707
1382	39767	247776
1383	39805	247805
1384	39839	247809
1385	39874	247819
1386	39919	247890
1387	39955	247909
1388	39990	247915
1389	40024	247923
1390	40059	247932
1391	40091	247924
1392	40110	247834
1393	40185	248090
1394	40223	248119
1395	40266	248174
1396	40311	248245
1397	40343	248238
1398	40362	248148
1399	40427	248343
1400	40464	248364
1401	40500	248377
1402	40517	248273
1403	40553	248290
1404	40591	248313
1405	40609	248220
1406	40682	248458
1407	40716	248463
1408	40752	248477
1409	40786	248477
1410	40812	248429
1411	40849	248452
1412	40910	248620
1413	41033	249162
1414	41090	249302
1415	41158	249508
1416	41257	249903
1417	41366	250357
1418	41447	250639
1419	41482	250647
1420	41525	250699
1421	41568	250754
1422	41635	250952
1423	41677	251002
1424	41719	251047
1425	41763	251108
1426	41816	251218
1427	41855	251250
1428	41890	251253
1429	41917	251211
1430	41951	251211
1431	41986	251212
1432	42038	251323
1433	42084	251393
1434	42132	251472
1435	42329	252445
1436	42415	252751
1437	42436	252673
1438	42476	252701
1439	42515	252732
1440	42581	252920
1441	42614	252906
1442	42652	252927
1443	42695	252979
1444	42739	253034
1445	42776	253049
1446	42856	253318
1447	42940	253609
1448	43019	253873
1449	43108	254191
1450	43214	254608
1451	43359	255258
1452	43588	256403
1453	43832	257626
1454	43980	258291
1455	44060	258550
1456	44156	258907
1457	44206	258992
1458	44230	258923
1459	44331	259310
1460	44449	259788
1461	44599	260458
1462	44728	261002
1463	44784	261122
1464	44911	261651
1465	45050	262253
1466	45587	265166
1467	45773	266033
1468	45934	266755
1469	45957	266678
1470	46032	266903
1471	46072	266919
1472	46110	266926
1473	46161	267008
1474	46198	267010
1475	46233	267003
1476	46267	266987
1477	46303	266978
1478	46337	266964
1479	46394	267081
1480	46431	267083
1481	46468	267084
1482	46505	267084
1483	46524	266983
1484	46555	266952
1485	46589	266933
1486	46645	267044
1487	46681	267040
1488	46724	267071
1489	46757	267051
1490	46798	267073
1491	46832	267057
1492	46905	267261
1493	46950	267309
1494	46978	267257
1495	47020	267286
1496	47041	267195
1497	47070	267151
1498	47106	267148
1499	47321	268156
1500	47483	268863
1501	47783	270351
1502	47914	270880
1503	48028	271311
1504	48104	271527
1505	48208	271899
1506	48296	272184
1507	48344	272240
1508	48379	272224
1509	48434	272321
1510	48488	272414
1511	48546	272526
1512	48601	272624
1513	48656	272721
1514	48708	272797
1515	48922	273785
1516	48961	273790
1517	48997	273777
1518	49033	273767
1519	49052	273658
1520	49088	273648
1521	49124	273636
1522	49172	273693
1523	49205	273666
1524	49240	273650
1525	49275	273633
1526	49308	273601
1527	49342	273581
1528	49372	273533
1529	49408	273524
1530	49446	273522
1531	49481	273504
1532	49519	273506
1533	49550	273465
1534	49583	273437
1535	49640	273539
1536	49677	273534
1537	49711	273508
1538	49745	273488
1539	49776	273446
1540	49807	273409
1541	49840	273376
1542	49882	273399
1543	49926	273430
1544	49958	273395
1545	49988	273354
1546	50019	273311
1547	50050	273272
1548	50080	273230
1549	50126	273271
1550	50159	273241
1551	50191	273209
1552	50225	273184
1553	50259	273163
1554	50292	273130
1555	50324	273097
1556	50372	273147
1557	50404	273115
1558	50437	273088
1559	50473	273072
1560	50505	273038
1561	50537	273006
1562	50568	272967
1563	50628	273084
1564	50664	273070
1565	50699	273052
1566	50735	273037
1567	50765	272995
1568	50798	272964
1569	50832	272939
1570	50870	272939
1571	50907	272933
1572	50943	272917
1573	50977	272896
1574	51005	272838
1575	51023	272731
1576	51054	272688
1577	51090	272675
1578	51121	272636
1579	51153	272600
1580	51187	272578
1581	51221	272557
1582	51250	272504
1583	51283	272474
1584	51335	272548
1585	51371	272533
1586	51403	272502
1587	51433	272456
1588	51466	272427
1589	51497	272384
1590	51529	272349
1591	51597	272505
1592	51630	272479
1593	51662	272444
1594	51693	272402
1595	51725	272366
1596	51756	272327
1597	51786	272286
1598	51839	272360
1599	51874	272341
1600	51908	272315
1601	51941	272288
1602	51972	272246
1603	52004	272211
1604	52036	272176
1605	52083	272222
1606	52120	272213
1607	52155	272192
1608	52188	272163
1609	52222	272140
1610	52253	272100
1611	52286	272072
1612	52329	272092
1613	52381	272163
1614	52415	272139
1615	52447	272102
1616	52478	272065
1617	52496	271958
1618	52529	271929
1619	52588	272032
1620	52622	272009
1621	52654	271970
1622	52686	271938
1623	52717	271895
1624	52735	271790
1625	52753	271685
1626	52786	271653
1627	52837	271717
1628	52872	271696
1629	52904	271661
1630	52937	271634
1631	52971	271611
1632	53004	271580
1633	53023	271479
1634	53059	271464
1635	53102	271482
1636	53132	271437
1637	53166	271415
1638	53196	271369
1639	53227	271331
1640	53259	271294
1641	53315	271385
1642	53351	271371
1643	53387	271352
1644	53419	271318
1645	53451	271282
1646	53481	271238
1647	53512	271200
1648	53547	271178
1649	53576	271130
1650	53609	271100
1651	53642	271071
1652	53673	271029
1653	53705	270996
1654	53744	270993
1655	53763	270895
1656	53795	270862
1657	53829	270838
1658	53861	270799
1659	53895	270777
1660	53913	270672
1661	53973	270777
1662	54007	270752
1663	54038	270714
1664	54069	270671
