iter	RMSE
1512	0.6170953575
1513	0.617084129
1514	0.617082303
1515	0.6170810884
1516	0.6170788425
1517	0.6170782153
1518	0.6170742822
1519	0.6170742817
1520	0.6170697645
1521	0.6170660962
1522	0.6170604254
1523	0.6170601359
1524	0.617058851
1525	0.6170556344
1526	0.6170553966
1527	0.6170537583
1528	0.6170533822
1529	0.617051837
1530	0.6170490683
1531	0.6170361056
1532	0.6170360354
1533	0.6170351924
1534	0.6170342693
1535	0.6170327019
1536	0.6170299905
1537	0.6170283662
1538	0.6170242786
1539	0.6170237339
1540	0.6170230877
1541	0.6170207497
1542	0.617016424
1543	0.6170137746
1544	0.617013358
1545	0.6170132735
1546	0.6170129256
1547	0.6170124256
1548	0.6170120785
1549	0.6170120768
1550	0.6170119315
1551	0.6170108485
1552	0.6170089632
1553	0.6170060703
1554	0.6170048693
1555	0.6170024905
1556	0.6170011028
1557	0.6170000153
1558	0.6169979217
1559	0.6169962772
1560	0.6169952605
1561	0.6169940759
1562	0.6169933689
1563	0.6169922983
1564	0.6169872448
1565	0.6169835724
1566	0.6169777112
1567	0.616977549
1568	0.6169766565
1569	0.616972404
1570	0.6169724037
1571	0.6169707626
1572	0.6169678119
1573	0.6169627155
1574	0.6169626233
1575	0.6169626229
1576	0.6169624188
1577	0.616961051
1578	0.6169610508
1579	0.6169604648
1580	0.6169576706
1581	0.616954243
1582	0.6169541894
1583	0.6169525852
1584	0.6169518823
1585	0.6169506887
1586	0.616949038
1587	0.6169481886
1588	0.6169454868
1589	0.6169451961
1590	0.6169444636
1591	0.6169430304
1592	0.6169426022
1593	0.616942197
1594	0.6169412192
1595	0.6169398145
1596	0.6169383738
1597	0.6169376636
1598	0.6169371907
1599	0.6169363802
1600	0.6169347412
1601	0.6169330084
1602	0.6169327649
1603	0.6169309798
1604	0.6169293993
1605	0.6169225282
1606	0.6169201605
1607	0.6169179075
1608	0.6169159665
1609	0.6169116031
1610	0.6169112052
1611	0.6169100653
1612	0.6169072277
1613	0.6169065123
1614	0.6169026485
1615	0.6169021003
1616	0.6169016576
1617	0.6169016575
1618	0.6169007747
1619	0.6168994674
1620	0.6168985606
1621	0.6168982995
1622	0.616896329
1623	0.6168947168
1624	0.6168947168
1625	0.6168947168
1626	0.6168918923
1627	0.6168910889
1628	0.6168888245
1629	0.6168872892
1630	0.6168862746
1631	0.616875633
1632	0.6168752876
1633	0.6168752875
1634	0.6168738032
1635	0.6168687577
1636	0.6168679228
1637	0.6168650966
1638	0.6168649426
1639	0.6168634272
1640	0.6168615299
1641	0.6168603382
1642	0.6168582844
1643	0.6168521514
1644	0.6168506654
1645	0.6168503927
1646	0.6168502597
1647	0.6168496261
1648	0.6168490093
1649	0.6168489817
1650	0.6168463691
1651	0.6168436896
1652	0.6168433775
1653	0.6168430781
1654	0.6168418716
1655	0.6168418716
1656	0.6168416757
1657	0.6168360003
1658	0.6168356575
1659	0.6168326081
1660	0.6168326081
1661	0.6168313724
1662	0.6168310331
1663	0.6168294154
1664	0.6168289573
1665	0.6168289568
1666	0.6168287061
1667	0.6168272945
1668	0.616823819
1669	0.6168238189
1670	0.6168225193
1671	0.6168223798
1672	0.616822113
1673	0.6168176005
1674	0.6168167262
1675	0.6168165773
1676	0.6168144685
1677	0.6168141248
1678	0.6168130534
1679	0.616812622
1680	0.6168121652
1681	0.6168105143
1682	0.6168091683
1683	0.6168081394
1684	0.6168073942
1685	0.6168056421
1686	0.6168051357
1687	0.6168033961
1688	0.6168011696
1689	0.6168006871
1690	0.6167979029
1691	0.6167974362
1692	0.6167965342
1693	0.6167965052
1694	0.6167953813
1695	0.6167933485
1696	0.6167929736
1697	0.6167881127
1698	0.6167837236
1699	0.6167772782
1700	0.6167764921
1701	0.6167743907
1702	0.6167727113
1703	0.6167721961
1704	0.616771016
1705	0.6167707553
1706	0.6167692889
1707	0.616768033
1708	0.6167645856
1709	0.6167629442
1710	0.6167629442
1711	0.6167628094
1712	0.6167614499
1713	0.6167609484
1714	0.6167609484
1715	0.616759568
1716	0.6167595129
1717	0.6167589761
1718	0.6167574012
1719	0.6167563625
1720	0.6167563624
1721	0.6167559189
1722	0.6167527405
1723	0.616751549
1724	0.6167511686
1725	0.6167458981
1726	0.6167457435
1727	0.6167408448
1728	0.616737716
1729	0.6167366238
1730	0.6167362187
1731	0.6167359094
1732	0.6167359094
1733	0.6167327111
1734	0.6167272568
1735	0.6167272568
1736	0.6167229349
1737	0.6167217649
1738	0.6167215316
1739	0.6167189473
1740	0.6167186143
1741	0.6167186143
1742	0.6167186142
1743	0.6167170392
1744	0.6167164043
1745	0.6167132274
1746	0.6167126236
1747	0.6167126236
1748	0.6167089392
1749	0.6167049271
1750	0.6167043561
1751	0.6167034391
1752	0.6167010206
1753	0.616700459
1754	0.6166993583
1755	0.6166970241
1756	0.6166937838
1757	0.6166930924
1758	0.6166925775
1759	0.6166905787
1760	0.6166881777
1761	0.6166846178
1762	0.6166829186
1763	0.6166811303
1764	0.6166797206
1765	0.6166794551
1766	0.6166780577
1767	0.6166771585
1768	0.6166739619
1769	0.6166710207
1770	0.6166696835
1771	0.6166691134
1772	0.6166688972
1773	0.6166679816
1774	0.6166677427
1775	0.6166667646
1776	0.6166663826
1777	0.6166650462
1778	0.616662627
1779	0.616661554
1780	0.6166608909
1781	0.61666084
1782	0.6166607216
1783	0.6166571258
1784	0.6166571258
1785	0.6166570414
1786	0.6166559145
1787	0.6166559141
1788	0.6166548899
1789	0.6166547626
1790	0.6166521603
1791	0.6166514156
1792	0.6166514153
1793	0.6166509557
1794	0.6166509555
1795	0.616650398
1796	0.6166500632
1797	0.6166491703
1798	0.6166473809
1799	0.6166457456
1800	0.6166443946
1801	0.6166403742
1802	0.6166397377
1803	0.6166395385
1804	0.6166387781
1805	0.6166375731
1806	0.6166369107
1807	0.6166362927
1808	0.6166362927
1809	0.6166359317
1810	0.6166339016
1811	0.6166336486
1812	0.6166316367
1813	0.6166290927
1814	0.6166281034
1815	0.616625433
1816	0.6166242639
1817	0.6166231631
1818	0.6166228504
1819	0.6166213482
1820	0.6166142992
1821	0.6166140557
1822	0.6166124597
1823	0.6166115865
1824	0.6166101235
1825	0.6166096153
1826	0.616609477
1827	0.6165977845
1828	0.6165959522
1829	0.616595229
1830	0.6165942859
1831	0.6165877022
1832	0.6165866152
1833	0.6165832093
1834	0.6165830288
1835	0.6165812099
1836	0.6165770142
1837	0.6165718423
1838	0.6165710804
1839	0.6165689349
1840	0.6165689348
1841	0.6165684459
1842	0.6165665472
1843	0.6165644434
1844	0.6165644433
1845	0.6165631396
1846	0.6165628129
1847	0.6165609651
1848	0.6165599886
1849	0.616551028
1850	0.6165508792
1851	0.6165484415
1852	0.6165473117
1853	0.6165473116
1854	0.6165467608
1855	0.6165466734
1856	0.6165466609
1857	0.6165465353
1858	0.6165425909
1859	0.6165407835
1860	0.6165407835
1861	0.6165395328
1862	0.6165395328
1863	0.6165388799
1864	0.6165388224
1865	0.6165372573
1866	0.6165322146
1867	0.6165307375
1868	0.6165300542
1869	0.6165288675
1870	0.6165273128
1871	0.6165261388
1872	0.6165258523
1873	0.6165253032
1874	0.6165248642
1875	0.6165238762
1876	0.6165238762
1877	0.6165179606
1878	0.6165178687
1879	0.6165124564
1880	0.6165122245
1881	0.6165102926
1882	0.6165096248
1883	0.6165090107
1884	0.6165063296
1885	0.616506031
1886	0.616503203
1887	0.6165019848
1888	0.6164987865
1889	0.6164987863
1890	0.6164969233
1891	0.6164918019
1892	0.6164913547
1893	0.6164906966
1894	0.6164886879
1895	0.616486174
1896	0.6164861098
1897	0.6164861098
1898	0.6164849827
1899	0.6164849514
1900	0.6164842353
1901	0.6164840442
1902	0.6164819439
1903	0.6164813467
1904	0.6164806244
1905	0.6164801787
1906	0.6164801195
1907	0.6164792824
1908	0.6164780327
1909	0.6164778087
1910	0.6164770544
1911	0.6164744222
1912	0.6164734764
1913	0.6164724738
1914	0.616470917
1915	0.616467916
1916	0.6164670554
1917	0.6164656151
1918	0.6164632091
1919	0.6164629197
1920	0.6164624911
1921	0.6164612255
1922	0.6164609374
1923	0.6164579838
1924	0.6164577621
1925	0.6164577254
1926	0.616454733
1927	0.616453509
1928	0.6164535035
1929	0.6164534047
1930	0.6164526297
1931	0.6164469733
1932	0.6164462967
1933	0.6164462375
1934	0.6164460515
1935	0.6164457515
1936	0.6164452444
1937	0.6164447232
1938	0.6164447231
1939	0.6164445244
1940	0.6164438235
1941	0.6164363764
1942	0.6164363764
1943	0.6164341456
1944	0.6164338122
1945	0.6164330588
1946	0.6164329543
1947	0.6164283075
1948	0.6164273973
1949	0.6164241583
1950	0.6164221393
1951	0.6164197568
1952	0.6164195699
1953	0.6164177413
1954	0.6164173778
1955	0.6164160293
1956	0.6164157992
1957	0.6164154449
1958	0.6164150948
1959	0.6164149179
1960	0.6164148174
1961	0.6164141727
1962	0.6164140603
1963	0.6164135832
1964	0.6164125335
1965	0.6164099182
1966	0.6164094734
1967	0.6164082633
1968	0.6163998568
1969	0.6163987194
1970	0.6163971194
1971	0.6163963154
1972	0.6163919398
1973	0.6163913882
1974	0.6163905715
1975	0.6163889515
1976	0.6163879826
1977	0.6163875868
1978	0.6163867622
1979	0.6163861438
1980	0.6163853045
1981	0.6163851303
1982	0.6163847262
1983	0.6163828927
1984	0.6163825058
1985	0.6163807977
1986	0.6163745803
1987	0.6163742178
1988	0.6163737727
1989	0.6163737727
1990	0.6163729759
1991	0.6163619802
1992	0.6163610192
1993	0.6163586463
1994	0.6163583901
1995	0.61635839
1996	0.6163556802
1997	0.6163527115
1998	0.6163512592
1999	0.6163488892
2000	0.6163482739
2001	0.6163475018
2002	0.6163470714
2003	0.6163461877
2004	0.6163443216
2005	0.6163437107
2006	0.6163423064
2007	0.6163419532
2008	0.6163403941
2009	0.6163398514
2010	0.6163396736
2011	0.6163388384
2012	0.6163372442
2013	0.6163363606
2014	0.6163321994
2015	0.6163317623
2016	0.6163316715
2017	0.6163310177
2018	0.6163293631
2019	0.6163293631
2020	0.6163232416
2021	0.6163227086
2022	0.6163222584
2023	0.6163217858
2024	0.616317625
2025	0.6163175282
2026	0.6163148377
2027	0.6163135557
2028	0.6163130361
2029	0.6163080208
2030	0.6163079498
2031	0.6163069694
2032	0.6163035545
2033	0.6162994098
2034	0.6162986352
2035	0.6162978552
2036	0.6162975452
2037	0.6162971582
2038	0.6162926555
2039	0.6162910293
2040	0.6162910293
2041	0.6162899101
2042	0.6162897698
2043	0.6162886122
2044	0.6162883252
2045	0.6162871292
2046	0.6162871292
2047	0.6162867065
2048	0.6162837704
2049	0.6162830938
2050	0.6162826963
2051	0.6162807796
2052	0.6162795074
2053	0.6162782693
2054	0.6162775948
2055	0.6162775782
2056	0.6162770272
2057	0.6162766934
2058	0.6162766384
2059	0.6162765715
2060	0.6162765715
2061	0.6162760048
2062	0.6162751246
2063	0.6162736546
2064	0.6162718855
2065	0.6162711453
2066	0.6162709855
2067	0.6162694083
2068	0.616268464
2069	0.6162681007
2070	0.6162678013
2071	0.61626713
2072	0.61626713
2073	0.6162668948
2074	0.6162653344
2075	0.6162647732
2076	0.6162646909
2077	0.6162646909
2078	0.6162638984
2079	0.6162636681
2080	0.6162631472
2081	0.6162627632
2082	0.6162602486
2083	0.616259257
2084	0.616259257
2085	0.6162586191
2086	0.6162570014
2087	0.6162568635
2088	0.6162567799
2089	0.6162559802
2090	0.6162559291
2091	0.6162553823
2092	0.6162547439
2093	0.6162520463
2094	0.6162520065
2095	0.6162498339
2096	0.6162486972
2097	0.6162473273
2098	0.6162446077
2099	0.6162436995
2100	0.6162435121
2101	0.6162435115
2102	0.6162433775
2103	0.6162409432
2104	0.6162406063
2105	0.6162398155
2106	0.6162398129
2107	0.6162390014
2108	0.6162377174
2109	0.616235706
2110	0.6162349158
2111	0.6162336942
2112	0.6162334945
2113	0.6162315556
2114	0.6162278781
2115	0.616227476
2116	0.6162253275
2117	0.6162246762
2118	0.6162236664
2119	0.6162236661
2120	0.6162223439
2121	0.6162223437
2122	0.6162212323
2123	0.6162212205
2124	0.6162202802
2125	0.6162197901
2126	0.6162166074
2127	0.6162162451
2128	0.6162153896
2129	0.6162153895
2130	0.6162152266
2131	0.6162143359
2132	0.6162112561
2133	0.616211175
2134	0.6162111619
2135	0.6162105528
2136	0.6162093932
2137	0.6162079968
2138	0.6162074777
2139	0.6162074777
2140	0.6162065905
2141	0.6162057779
2142	0.6162056268
2143	0.6162032846
2144	0.616202659
2145	0.6162013787
2146	0.6162013787
2147	0.6162012392
2148	0.6161998315
2149	0.6161988586
2150	0.6161986983
2151	0.6161971712
2152	0.6161927157
2153	0.6161895516
2154	0.6161891237
2155	0.6161889819
2156	0.6161889819
2157	0.6161889143
2158	0.6161885046
2159	0.616187388
2160	0.6161869679
2161	0.616185519
2162	0.6161854661
2163	0.6161852148
2164	0.6161847925
2165	0.6161846456
2166	0.6161827605
2167	0.6161790213
2168	0.6161789522
2169	0.6161760354
2170	0.6161757144
2171	0.6161749369
2172	0.6161735736
2173	0.6161659831
2174	0.6161636407
2175	0.6161615474
2176	0.6161610441
2177	0.6161601499
2178	0.616154386
2179	0.6161531904
2180	0.6161503853
2181	0.616149444
2182	0.6161489061
2183	0.6161486267
2184	0.6161476356
2185	0.6161476355
2186	0.616145574
2187	0.6161452419
2188	0.6161451463
2189	0.616144514
2190	0.6161438547
2191	0.6161430044
2192	0.6161412548
2193	0.6161407386
2194	0.6161395434
2195	0.6161395434
2196	0.6161384713
2197	0.6161380262
2198	0.6161356581
2199	0.6161345759
2200	0.6161341839
2201	0.6161328368
2202	0.6161320473
2203	0.6161313961
2204	0.6161312858
2205	0.6161309405
2206	0.6161283999
2207	0.6161254752
2208	0.6161237201
2209	0.6161227671
2210	0.6161199702
2211	0.6161197236
2212	0.6161194466
2213	0.6161160213
2214	0.6161154348
2215	0.6161150002
2216	0.6161128395
2217	0.6161071363
2218	0.616106037
2219	0.6161053804
2220	0.6161049382
2221	0.6161034552
2222	0.6161034552
2223	0.6161019209
2224	0.6161000249
2225	0.6160997443
2226	0.6160995899
2227	0.6160993781
2228	0.6160990895
2229	0.6160982921
2230	0.616098292
2231	0.6160943112
2232	0.6160941204
2233	0.6160925998
2234	0.6160924896
2235	0.6160924896
2236	0.6160913989
2237	0.6160903771
2238	0.6160903362
2239	0.6160903258
2240	0.6160903257
2241	0.6160897837
2242	0.6160895769
2243	0.6160877043
2244	0.6160876189
2245	0.6160876189
2246	0.6160873216
2247	0.6160854577
2248	0.6160833154
2249	0.6160820605
2250	0.6160818792
2251	0.6160815347
2252	0.6160808782
2253	0.6160794784
2254	0.616078972
2255	0.616078582
2256	0.6160769006
2257	0.6160761626
2258	0.6160749325
2259	0.6160745241
2260	0.6160732849
2261	0.6160721152
2262	0.6160712956
2263	0.6160708898
2264	0.6160689226
2265	0.6160676807
2266	0.6160661804
2267	0.6160653843
2268	0.6160645354
2269	0.6160644909
2270	0.6160641419
2271	0.6160635568
2272	0.6160619512
2273	0.6160611037
2274	0.616059912
2275	0.6160597622
2276	0.6160582343
2277	0.6160577791
2278	0.6160577791
2279	0.6160565912
2280	0.6160561348
2281	0.6160498152
2282	0.6160481642
2283	0.6160481642
2284	0.6160465673
2285	0.6160463481
2286	0.6160457834
2287	0.6160453239
2288	0.6160452981
2289	0.6160432618
2290	0.6160430194
2291	0.6160427424
2292	0.6160397628
2293	0.6160373318
2294	0.6160363658
2295	0.6160362986
2296	0.616035611
2297	0.6160351721
2298	0.6160351564
2299	0.616035067
2300	0.616034285
2301	0.6160280247
2302	0.6160262236
2303	0.6160259295
2304	0.6160256932
2305	0.6160251548
2306	0.6160249506
2307	0.6160242303
2308	0.6160228354
2309	0.6160226107
2310	0.6160184035
2311	0.6160150667
2312	0.6160140123
2313	0.6160133389
2314	0.6160120171
2315	0.6160119571
2316	0.6160115563
2317	0.6160112861
2318	0.6160106022
2319	0.6160098052
2320	0.6160087827
2321	0.6160082881
2322	0.6160077486
2323	0.616007055
2324	0.6160056548
2325	0.6160052075
2326	0.6160040812
2327	0.6160039849
2328	0.6160035451
2329	0.6160030949
2330	0.6160025986
2331	0.616002539
2332	0.6159993933
2333	0.6159971974
2334	0.6159957252
2335	0.6159955746
2336	0.6159929535
2337	0.6159927241
2338	0.6159921698
2339	0.6159920383
2340	0.6159920382
2341	0.615991955
2342	0.6159917113
2343	0.6159845621
2344	0.61598447
2345	0.6159844191
2346	0.6159839824
2347	0.6159836676
2348	0.6159836675
2349	0.6159835274
2350	0.6159832447
2351	0.6159827814
2352	0.6159825026
2353	0.6159804785
2354	0.6159803354
2355	0.6159803354
2356	0.6159801807
2357	0.6159793389
2358	0.6159784056
2359	0.615975692
2360	0.6159754674
2361	0.6159754658
2362	0.615975364
2363	0.6159753639
2364	0.6159736256
2365	0.6159730768
2366	0.6159726315
2367	0.6159724459
2368	0.6159719332
2369	0.6159665165
2370	0.615965272
2371	0.6159639046
2372	0.6159628356
2373	0.6159619759
2374	0.6159609315
2375	0.6159597415
2376	0.6159586045
2377	0.6159585947
2378	0.6159580874
2379	0.6159569194
2380	0.6159563928
2381	0.6159532606
2382	0.6159506192
2383	0.6159496506
2384	0.6159493588
2385	0.615949069
2386	0.6159482874
2387	0.6159473492
2388	0.6159472166
2389	0.6159463503
2390	0.6159462027
2391	0.6159461615
2392	0.615946082
2393	0.6159455382
2394	0.6159451449
2395	0.6159451448
2396	0.6159448122
2397	0.6159447478
2398	0.6159443379
2399	0.6159442488
2400	0.6159441476
2401	0.6159435072
2402	0.6159428785
2403	0.6159415512
2404	0.6159401873
2405	0.6159397259
2406	0.6159391677
2407	0.6159391676
2408	0.615938779
2409	0.6159381047
2410	0.6159370971
2411	0.6159345995
2412	0.615934556
2413	0.61593304
2414	0.6159330399
2415	0.6159319205
2416	0.6159272851
2417	0.6159272136
2418	0.615926796
2419	0.6159259535
2420	0.6159224466
2421	0.6159220121
2422	0.6159217041
2423	0.6159216637
2424	0.6159213415
2425	0.6159190012
2426	0.615918576
2427	0.6159178869
2428	0.6159176007
2429	0.6159169346
2430	0.6159161747
2431	0.6159160044
2432	0.6159154404
2433	0.615915383
2434	0.6159147303
2435	0.6159146681
2436	0.6159142084
2437	0.6159141609
2438	0.6159113637
2439	0.6159096547
2440	0.615909199
2441	0.6159086688
2442	0.6159079137
2443	0.6159062859
2444	0.6159042598
2445	0.6159017071
2446	0.615899463
2447	0.6158987982
2448	0.6158985187
2449	0.6158980579
2450	0.6158975648
2451	0.6158968419
2452	0.615895261
2453	0.6158946093
2454	0.6158942512
2455	0.6158939107
2456	0.6158907978
2457	0.6158888835
2458	0.6158877649
2459	0.6158875083
2460	0.6158860976
2461	0.6158859612
2462	0.6158839184
2463	0.6158834285
2464	0.6158833647
2465	0.6158824437
2466	0.6158820986
2467	0.615881706
2468	0.6158790922
2469	0.6158789978
2470	0.6158789978
2471	0.6158786532
2472	0.6158773589
2473	0.6158772866
2474	0.6158772501
2475	0.615876948
2476	0.6158752004
2477	0.6158749947
2478	0.6158741548
2479	0.6158740026
2480	0.61587363
2481	0.6158735736
2482	0.6158734977
2483	0.61587294
2484	0.6158724491
2485	0.6158721503
2486	0.6158716246
2487	0.6158707587
2488	0.6158687305
2489	0.6158682158
2490	0.6158682158
2491	0.6158677272
2492	0.6158676058
2493	0.6158653046
2494	0.6158646646
2495	0.6158645234
2496	0.6158643053
2497	0.6158616727
2498	0.6158611478
2499	0.615861021
2500	0.6158608016
2501	0.615860487
2502	0.6158599953
2503	0.6158596045
2504	0.6158588992
2505	0.615858256
2506	0.6158571692
2507	0.6158569299
2508	0.6158568479
2509	0.6158564986
2510	0.6158564747
2511	0.6158560584
2512	0.6158557645
2513	0.6158546614
2514	0.6158542255
2515	0.615849855
2516	0.615849855
2517	0.6158495046
2518	0.6158486493
2519	0.6158482147
2520	0.6158480748
2521	0.6158478812
2522	0.6158474814
2523	0.6158474103
2524	0.6158474103
2525	0.6158435773
2526	0.6158424921
2527	0.6158415784
2528	0.6158413467
2529	0.6158411135
2530	0.6158410624
2531	0.6158408841
2532	0.6158408841
2533	0.615839261
2534	0.6158389292
2535	0.615837535
2536	0.6158373983
2537	0.6158365697
2538	0.6158365697
2539	0.6158360981
2540	0.6158334423
2541	0.6158317991
2542	0.615830746
2543	0.6158306893
2544	0.6158304809
2545	0.6158304809
2546	0.615830029
2547	0.6158294074
2548	0.6158294035
2549	0.6158292738
2550	0.6158283828
2551	0.6158275574
2552	0.615826122
2553	0.6158260802
2554	0.6158240937
2555	0.615824085
2556	0.6158240445
2557	0.6158234105
2558	0.6158222622
2559	0.6158220134
2560	0.6158219589
2561	0.6158219589
2562	0.6158217286
2563	0.6158217286
2564	0.6158205583
2565	0.6158201751
2566	0.6158199482
2567	0.6158181438
2568	0.6158176196
2569	0.6158161728
2570	0.6158152315
2571	0.6158152315
2572	0.615814582
2573	0.6158145497
2574	0.6158135723
2575	0.6158135722
2576	0.6158134571
2577	0.615809287
2578	0.6158092713
2579	0.6158086044
2580	0.6158080822
2581	0.6158076597
2582	0.6158074915
2583	0.6158073093
2584	0.6158072469
2585	0.6158033305
2586	0.6158029909
2587	0.6158018181
2588	0.6158007176
2589	0.615800639
2590	0.6158001102
2591	0.6158001102
2592	0.6157999668
2593	0.6157999016
2594	0.6157998249
2595	0.6157991955
2596	0.6157991202
2597	0.6157988366
2598	0.6157981679
2599	0.6157979044
2600	0.6157965118
2601	0.6157964572
2602	0.615796184
2603	0.6157959479
2604	0.6157956505
2605	0.6157931699
2606	0.6157928124
2607	0.6157926461
2608	0.6157880559
2609	0.6157873947
2610	0.6157873794
2611	0.6157848943
2612	0.6157837115
2613	0.6157826819
2614	0.6157824863
2615	0.6157824829
2616	0.6157822972
2617	0.6157813571
2618	0.6157813571
2619	0.6157806326
2620	0.6157806126
2621	0.6157744372
2622	0.615774437
2623	0.6157736397
2624	0.6157708344
2625	0.6157697189
2626	0.6157696883
2627	0.6157694274
2628	0.6157691706
2629	0.6157673526
2630	0.6157664474
2631	0.6157650744
2632	0.6157647749
2633	0.6157644611
2634	0.6157640935
2635	0.6157639077
2636	0.6157637978
2637	0.615763558
2638	0.6157635579
2639	0.6157629412
2640	0.6157627772
2641	0.6157619389
2642	0.6157618923
2643	0.6157611026
2644	0.6157610257
2645	0.6157607967
2646	0.6157607746
2647	0.6157599753
2648	0.615759775
2649	0.6157562426
2650	0.6157561081
2651	0.6157558757
2652	0.6157556751
2653	0.6157554757
2654	0.6157549408
2655	0.6157544092
2656	0.6157542821
2657	0.6157531252
2658	0.6157531251
2659	0.6157520408
2660	0.6157519116
2661	0.6157518323
2662	0.6157516516
2663	0.6157515603
2664	0.6157503417
2665	0.6157502112
2666	0.6157500792
2667	0.6157499747
2668	0.6157499747
2669	0.6157488283
2670	0.6157479192
2671	0.615747522
2672	0.6157468688
2673	0.6157461333
2674	0.6157458701
2675	0.615745762
2676	0.6157440948
2677	0.6157439879
2678	0.6157439395
2679	0.6157434592
2680	0.6157431163
2681	0.6157426407
2682	0.6157426108
2683	0.6157419213
2684	0.6157418359
2685	0.6157402808
2686	0.6157400603
2687	0.6157394369
2688	0.6157391184
2689	0.6157390223
2690	0.6157388454
2691	0.6157385908
2692	0.6157381413
2693	0.6157381322
2694	0.6157380961
2695	0.6157380102
2696	0.6157379354
2697	0.6157373976
2698	0.6157372129
2699	0.6157365671
2700	0.6157364937
2701	0.6157362993
2702	0.6157362134
2703	0.6157361821
2704	0.6157355629
2705	0.6157345841
2706	0.6157341644
2707	0.6157341286
2708	0.6157317413
2709	0.6157312043
2710	0.6157296673
2711	0.6157280636
2712	0.6157279553
2713	0.6157279352
2714	0.6157279352
2715	0.6157276278
2716	0.6157276278
2717	0.6157274179
2718	0.615726391
2719	0.615723059
2720	0.615723059
2721	0.6157217725
2722	0.6157217524
2723	0.6157186596
2724	0.6157182004
2725	0.615717466
2726	0.6157166721
2727	0.6157166721
2728	0.6157166272
2729	0.6157166186
2730	0.6157166013
2731	0.6157157723
2732	0.6157156615
2733	0.6157154843
2734	0.6157154842
2735	0.6157154464
2736	0.6157153088
2737	0.6157148473
2738	0.6157118839
2739	0.615711525
2740	0.6157106467
2741	0.6157100343
2742	0.6157099948
2743	0.6157096026
2744	0.6157096026
2745	0.6157096026
2746	0.6157095075
2747	0.6157073786
2748	0.6157073444
2749	0.6157072269
2750	0.6157059887
2751	0.6157058303
2752	0.6157054904
2753	0.6157050979
2754	0.6157000146
2755	0.6156991658
2756	0.615698585
2757	0.6156984064
2758	0.6156981808
2759	0.615697844
2760	0.6156952547
2761	0.6156952547
2762	0.6156951177
2763	0.615694719
2764	0.615694719
2765	0.6156924633
2766	0.6156921356
2767	0.6156916076
2768	0.6156911743
2769	0.6156909652
2770	0.6156908815
2771	0.6156905616
2772	0.6156903405
2773	0.6156896652
2774	0.6156895319
2775	0.6156892344
2776	0.6156874448
2777	0.6156839812
2778	0.6156839812
2779	0.6156830878
2780	0.6156829357
2781	0.6156828637
2782	0.6156826033
2783	0.6156825351
2784	0.6156818307
2785	0.6156790992
2786	0.6156787951
2787	0.6156784062
2788	0.6156773216
2789	0.6156771474
2790	0.6156770996
2791	0.6156769439
2792	0.615676157
2793	0.6156756012
2794	0.6156747499
2795	0.6156743073
2796	0.6156740094
2797	0.615673779
2798	0.6156736294
2799	0.6156733313
2800	0.6156733083
2801	0.615672653
2802	0.6156726281
2803	0.6156726022
2804	0.6156722175
2805	0.6156721377
2806	0.6156719616
2807	0.6156719473
2808	0.6156715721
2809	0.6156715323
2810	0.6156715323
2811	0.6156714258
2812	0.6156712859
2813	0.6156712859
2814	0.6156709158
2815	0.6156705748
2816	0.6156704804
2817	0.6156673575
2818	0.6156672939
2819	0.6156670549
2820	0.6156666134
2821	0.6156665062
2822	0.6156634682
2823	0.6156631201
2824	0.6156627114
2825	0.6156601427
2826	0.6156598697
2827	0.6156595286
2828	0.6156590294
2829	0.6156560757
2830	0.6156559072
2831	0.6156555487
2832	0.6156553897
2833	0.6156551485
2834	0.6156550413
2835	0.6156548672
2836	0.6156546818
2837	0.6156544095
2838	0.6156534031
2839	0.6156525506
2840	0.6156523961
2841	0.6156512315
2842	0.615650961
2843	0.6156509119
2844	0.6156497804
2845	0.6156497647
2846	0.6156497113
2847	0.6156482676
2848	0.6156480636
2849	0.6156480386
2850	0.615647834
2851	0.6156476358
2852	0.6156470951
2853	0.6156455343
2854	0.615644631
2855	0.6156445737
2856	0.6156444019
2857	0.6156443212
2858	0.6156431896
2859	0.6156431304
2860	0.615642822
2861	0.6156428139
2862	0.615641769
2863	0.6156417527
2864	0.6156416116
2865	0.6156413343
2866	0.6156405498
2867	0.615640341
2868	0.6156402241
2869	0.6156389349
2870	0.6156384475
2871	0.6156384398
2872	0.6156384397
2873	0.6156381922
2874	0.6156381817
2875	0.6156376378
2876	0.6156372976
2877	0.6156369512
2878	0.6156348379
2879	0.6156347804
2880	0.6156345447
2881	0.6156345228
2882	0.6156345228
2883	0.615633522
2884	0.6156331139
2885	0.6156330772
2886	0.6156330566
2887	0.6156328144
2888	0.6156320836
2889	0.6156319872
2890	0.6156319872
2891	0.6156319871
2892	0.6156310954
2893	0.6156303296
2894	0.6156298948
2895	0.6156298948
2896	0.6156295769
2897	0.6156295769
2898	0.6156288424
2899	0.6156285501
2900	0.6156281878
2901	0.6156276731
2902	0.6156273573
2903	0.6156272493
2904	0.6156270145
2905	0.615626899
2906	0.615626899
2907	0.6156266638
2908	0.6156261941
2909	0.6156247918
2910	0.6156231443
2911	0.6156228842
2912	0.6156217479
2913	0.6156217329
2914	0.6156215851
2915	0.6156213279
2916	0.6156194895
2917	0.6156178619
2918	0.6156178619
2919	0.6156178572
2920	0.6156171848
2921	0.6156170384
2922	0.6156169538
